time_scan_map,
107.699,
106.15,
43.1385,
48.6044,
51.0887,
49.5339,
138.843,
57.7042,
68.618,
91.6893,
68.4834,
62.8181,
165.453,
149.242,
100.838,
80.5907,
96.905,
112.879,
95.7237,
105.626,
88.8819,
138.367,
86.1625,
77.9286,
87.867,
97.0359,
82.1903,
149.621,
134.133,
92.533,
137.572,
127.043,
138.76,
81.4074,
87.6539,
79.8088,
90.5183,
99.4607,
93.0956,
162.944,
169.188,
87.4992,
91.9401,
80.8347,
86.9856,
138.124,
82.8078,
128.262,
135.642,
73.0791,
120.927,
78.7153,
109.87,
136.394,
140.243,
77.1512,
70.9425,
131.853,
66.4991,
74.5619,
147.035,
77.4015,
155.266,
129.349,
93.2652,
81.1311,
137.773,
59.3049,
69.5699,
57.2782,
76.1235,
57.7156,
75.1139,
66.2039,
78.8702,
119.648,
93.7694,
98.381,
85.598,
124.904,
66.0653,
67.1659,
59.002,
66.0052,
123.463,
63.935,
69.6243,
71.5606,
74.1796,
65.3849,
66.3222,
60.7315,
73.2545,
119.745,
66.0347,
69.6946,
77.2827,
123.915,
72.8773,
116.899,
75.1458,
80.1944,
85.0116,
125.098,
69.7078,
76.4385,
78.3824,
152.542,
70.9177,
67.0616,
72.7208,
75.1985,
65.4316,
84.2844,
100.89,
80.6584,
93.3194,
94.4628,
190.913,
84.7097,
89.8944,
100.52,
91.8112,
74.8539,
84.6723,
88.1951,
93.6363,
97.9418,
92.9874,
129.969,
79.3787,
126.587,
74.4536,
82.3877,
135.073,
104.889,
129.832,
71.533,
64.09,
65.951,
68.103,
60.7734,
73.6359,
72.1186,
64.8404,
67.0132,
66.3748,
80.0832,
72.8473,
71.0605,
75.8442,
76.1989,
173.588,
102.033,
156.523,
84.0189,
75.5761,
125.584,
76.2417,
76.1184,
95.1842,
96.3016,
151.778,
145.599,
75.2484,
87.9007,
65.8532,
140.192,
127.608,
91.2117,
125.397,
94.9254,
123.722,
117.933,
86.0288,
133.921,
58.5278,
111.065,
63.9606,
91.4029,
149.022,
94.4658,
74.4503,
72.1056,
76.454,
73.088,
98.1414,
67.8774,
155.804,
102.052,
90.7506,
99.9939,
89.8639,
109.189,
127.287,
83.0498,
78.0004,
132.926,
77.2197,
70.5659,
73.8531,
80.3108,
82.4557,
132.597,
84.2096,
80.9784,
85.4159,
97.9954,
101.852,
160.644,
154.941,
149.228,
74.5046,
66.3495,
76.8228,
143.284,
89.2981,
85.7258,
83.0011,
84.71,
89.5842,
95.3715,
84.3494,
79.9616,
91.604,
99.424,
80.5926,
150.034,
145.767,
151.486,
138.854,
90.3226,
83.475,
88.7446,
78.7334,
142.659,
105.254,
85.0431,
80.2324,
72.3039,
133.644,
82.5359,
152.059,
85.631,
88.0776,
81.0505,
87.5938,
147.387,
74.1869,
81.7049,
84.3152,
89.8514,
81.5049,
140.739,
78.3497,
75.211,
146.998,
161.904,
174.691,
204.507,
228.944,
94.9734,
147.629,
87.4539,
79.5337,
88.3588,
71.4731,
78.9279,
99.916,
84.9312,
74.228,
84.7646,
92.6467,
104.654,
156.492,
102.986,
211.566,
193.009,
156.205,
200.964,
128.089,
151.476,
221.191,
111.296,
94.7701,
108.452,
106.085,
206.142,
101.359,
123.79,
96.3129,
194.228,
116.62,
100.827,
106.643,
99.5636,
108.268,
221.871,
116.819,
139.46,
101.17,
115.895,
125.015,
173.926,
199.703,
115.653,
116.759,
209.361,
112.556,
213.307,
128.354,
117.714,
125.32,
153.531,
112.082,
111.657,
117.265,
98.6738,
115.495,
132.676,
123.462,
112.712,
142.259,
113.782,
157.337,
158.371,
103.175,
92.2864,
104.104,
93.4143,
92.1634,
99.7736,
104.487,
146.522,
106.062,
90.1581,
128.753,
79.8488,
89.2648,
79.4019,
150.145,
156.994,
155.289,
89.4072,
78.5109,
68.2355,
67.7155,
74.4266,
135.984,
71.7413,
71.9348,
104.071,
77.2223,
93.1078,
75.8027,
93.8415,
77.8576,
78.1528,
102.652,
78.5455,
162.859,
94.3214,
91.8752,
92.7378,
93.016,
123.301,
88.9309,
101.093,
143.321,
82.1698,
80.0355,
72.6776,
88.2997,
102.47,
92.3029,
151.055,
77.9438,
168.962,
103.506,
121.791,
80.2603,
77.0796,
76.3481,
80.8785,
115.427,
91.5608,
73.7246,
70.6903,
75.3675,
69.36,
64.6777,
77.8513,
148.292,
78.7757,
74.3466,
158.181,
81.9521,
109.671,
99.8223,
105.166,
99.569,
68.1302,
74.2157,
77.4035,
75.9818,
74.0305,
78.5137,
163.09,
87.7662,
81.1455,
132.692,
71.1649,
74.013,
68.8069,
88.4339,
154.342,
82.2809,
80.1677,
139.295,
128.667,
87.7609,
86.2658,
79.8983,
116.179,
142.253,
151.49,
139.389,
91.8098,
87.3682,
88.3686,
163.232,
83.5762,
97.067,
104.566,
88.7162,
100.419,
101.349,
184.469,
100.303,
97.1116,
83.6143,
106.203,
146.298,
140.068,
91.7823,
95.1439,
77.2469,
82.259,
139.179,
148.866,
99.9839,
134.481,
87.4133,
71.3761,
161.476,
150.652,
80.2965,
75.121,
61.4959,
70.3493,
66.5681,
69.4299,
67.8374,
90.4413,
85.219,
66.3497,
126.054,
79.1549,
71.3098,
89.1465,
102.969,
123.26,
129.208,
136.293,
70.9125,
70.6684,
143.718,
82.3521,
78.4208,
115.235,
75.6516,
71.6096,
75.4504,
76.8307,
97.0354,
165.599,
74.6468,
77.8704,
135.471,
73.6283,
89.6689,
127.034,
84.7015,
139.679,
77.9375,
83.2062,
75.1158,
152.296,
92.5199,
68.3166,
65.2181,
133.373,
131.772,
72.7556,
79.2014,
149.827,
147.64,
78.2555,
78.6661,
78.1222,
100.767,
136.192,
111.169,
98.5867,
78.0699,
86.275,
91.2571,
73.8054,
145.378,
135.522,
154.805,
80.8798,
171.032,
164.802,
158.494,
150.351,
83.6991,
87.1281,
103.559,
88.0215,
84.5565,
99.9498,
99.7313,
82.6911,
140.339,
109.744,
99.4316,
82.6723,
78.6251,
99.2952,
90.916,
80.2542,
78.8488,
128.663,
99.6999,
132.516,
140.108,
88.2812,
144.676,
96.3605,
87.8358,
90.9215,
148.809,
82.0584,
89.9051,
89.0373,
101.572,
152.229,
95.265,
133.878,
83.5402,
84.6499,
73.9785,
134.407,
147.623,
82.692,
77.5326,
79.0137,
174.518,
82.3345,
159.518,
98.2469,
93.9349,
90.0152,
90.1891,
88.4606,
165.692,
81.3149,
89.2913,
86.7883,
98.0308,
97.866,
146.474,
129.194,
90.8392,
118.412,
90.6303,
100.409,
90.896,
92.0854,
109.157,
106.692,
136.274,
111.693,
113.324,
157.208,
94.9796,
99.5775,
99.9547,
104.914,
92.3303,
184.886,
99.8593,
94.2373,
123.289,
138.808,
102.416,
99.3123,
107.289,
85.1933,
90.0935,
102.159,
159.124,
164.655,
159.164,
97.2373,
79.6339,
154.403,
148.922,
80.7101,
119.913,
102.47,
129.995,
90.7216,
105.706,
113.049,
131.475,
116.745,
115.962,
97.0786,
106.376,
99.0741,
96.7817,
114.148,
91.0806,
179.075,
172.546,
102.752,
143.418,
134.974,
80.8764,
88.3106,
80.6528,
72.9922,
117.323,
90.1262,
68.5735,
172.159,
185.698,
149.183,
143.101,
86.5357,
146.084,
79.9045,
82.3918,
133.115,
77.6144,
79.6556,
83.0044,
81.9586,
93.3951,
127.164,
111.789,
67.243,
67.7298,
67.068,
99.8133,
82.7669,
78.1755,
108.313,
98.5581,
121.378,
90.7905,
82.9391,
98.951,
77.4868,
109.781,
89.9772,
138.64,
74.1751,
71.5239,
71.098,
65.5451,
68.3302,
70.7005,
62.9537,
60.8592,
60.739,
56.639,
115.755,
112.824,
73.2842,
90.1747,
70.5641,
76.7825,
75.328,
67.0103,
66.9339,
135.486,
78.4948,
80.7146,
70.8703,
83.0374,
108.841,
92.9844,
109.023,
67.5993,
83.3552,
75.1603,
72.9495,
70.1848,
61.8424,
60.0455,
62.9197,
66.2529,
119.683,
66.2641,
127.676,
69.4911,
72.3369,
82.5313,
76.5717,
185.969,
83.3237,
79.886,
87.749,
106.108,
115.582,
121.624,
174.78,
177.37,
110.939,
132.262,
202.62,
142.782,
114.056,
118.265,
227.458,
144.406,
110.843,
143.392,
113.461,
133.177,
169.634,
161.491,
166.657,
103.385,
97.3433,
109.27,
122.918,
130.293,
115.414,
224.23,
122.436,
137.1,
117.499,
116.894,
188.098,
250.346,
138.425,
99.1516,
93.1457,
86.2777,
117.497,
93.6716,
99.4142,
98.2294,
135.573,
160.5,
120.963,
133.99,
74.6587,
134.876,
68.1116,
90.8389,
78.4765,
75.3763,
73.9102,
69.3824,
74.6497,
105.542,
108.991,
186.444,
76.1351,
70.395,
71.8174,
86.3553,
68.3411,
128.982,
120.387,
60.6422,
74.9975,
72.7149,
153.997,
110.878,
62.9294,
77.0651,
92.1077,
83.8408,
78.4563,
79.014,
86.4282,
104.427,
98.39,
108.298,
57.1296,
64.2723,
68.697,
116.791,
87.1158,
62.4067,
113.033,
64.6735,
69.1131,
79.7663,
106.334,
54.7119,
135.116,
71.4473,
75.3153,
75.1597,
83.4092,
94.7725,
72.2805,
91.456,
90.2383,
211.26,
95.9705,
201.831,
110.141,
108.407,
87.0237,
88.4105,
190.004,
88.5945,
111.335,
137.289,
140.574,
115.072,
94.2386,
87.5687,
105.009,
123.295,
106.217,
175.611,
98.8612,
153.695,
92.0424,
96.7939,
166.41,
87.7442,
103.99,
165.506,
102.241,
90.5154,
80.5242,
78.823,
198.228,
93.6706,
176.638,
94.4821,
91.7841,
125.084,
100.133,
199.052,
115.64,
95.4004,
85.9719,
90.556,
104.93,
81.2441,
106.233,
81.6221,
73.6027,
73.0575,
134.623,
132.393,
126.847,
156.609,
106.211,
114.708,
107.984,
127.035,
73.384,
64.455,
77.8738,
94.1697,
91.555,
80.589,
84.9381,
82.0895,
84.658,
107.224,
100.079,
90.5535,
84.8152,
80.3363,
75.5324,
140.062,
93.5514,
95.6096,
137.571,
110.743,
66.8223,
73.3766,
77.3392,
77.3721,
121.138,
102.705,
75.2655,
80.6297,
148.276,
88.3658,
80.726,
74.8594,
86.2632,
138.003,
73.0413,
91.4944,
75.0456,
93.9424,
71.0295,
208.147,
204.646,
216.591,
99.5385,
86.5883,
82.0789,
90.6126,
97.1879,
87.0543,
77.1482,
73.9104,
74.9308,
121.414,
76.7504,
121.799,
80.3263,
120.437,
81.9972,
150.422,
91.5908,
102.657,
157.775,
184.085,
173.83,
88.9271,
73.1754,
118.706,
83.9316,
87.267,
75.6828,
77.858,
64.2951,
70.0006,
100.673,
134.666,
147.866,
69.9743,
131.613,
97.1319,
83.0902,
76.4916,
80.9179,
84.2598,
83.5462,
122.644,
125.825,
96.2011,
82.9194,
83.5589,
80.4349,
83.3858,
92.6083,
78.833,
95.6609,
95.0361,
103.268,
80.0622,
78.0826,
144.113,
93.0368,
70.5507,
71.3201,
82.005,
82.431,
84.3012,
112.35,
100.586,
110.904,
157.811,
82.613,
85.2315,
103.286,
118.335,
179.542,
95.5434,
86.7982,
179.345,
173.458,
90.5765,
162.762,
164.621,
136.859,
76.8999,
97.1136,
76.5371,
72.734,
103.726,
122.471,
95.0171,
97.9453,
85.9808,
83.4654,
88.7186,
77.8124,
88.5743,
74.3466,
84.4022,
88.6016,
134.034,
142.065,
146.239,
98.6267,
185.459,
137.959,
155.445,
111.609,
89.0135,
79.9139,
81.3101,
214.398,
123.567,
214.569,
204.749,
108.454,
159.465,
76.7471,
100.838,
93.2707,
88.0924,
83.2311,
163.337,
180.403,
103.001,
123.308,
87.8288,
104.625,
152.811,
102.665,
102.816,
163.544,
80.715,
108.477,
177.922,
80.0052,
84.5715,
95.5963,
139.85,
154.983,
155.505,
144.504,
155.091,
84.5428,
99.645,
82.1197,
97.5303,
80.0805,
158.176,
157.446,
99.5942,
170.608,
161.623,
121.571,
136.751,
138.681,
124.888,
187.243,
135.969,
161.014,
91.8119,
186.633,
112.668,
203.047,
113.156,
110.209,
184.942,
169.269,
97.3772,
90.832,
93.6512,
98.2841,
107.324,
85.6754,
93.0211,
95.6634,
128.322,
250.873,
110.126,
202.737,
196.726,
119.274,
97.1719,
94.9484,
102.585,
116.44,
141.085,
120.945,
167.183,
111.72,
106.74,
108.261,
102.776,
131.894,
126.105,
108.831,
134.871,
110.892,
150.316,
139.233,
124.038,
137.453,
119.739,
208.693,
131.658,
94.755,
104.071,
93.1287,
144.507,
98.6988,
172.524,
93.7508,
98.6725,
132.955,
85.4872,
146.367,
90.924,
95.4306,
166.731,
113.038,
86.8672,
