time_scan_scan,score,
85.6961,0.453343,
86.3708,0.271494,
94.6675,0.696415,
32.5201,0.517858,
92.0716,0.383791,
40.4889,0.560393,
30.8595,0.341982,
29.627,0.403444,
28.6727,0.247992,
90.6466,0.81808,
28.0679,0.868376,
41.0715,0.309336,
30.2309,0.769662,
29.3486,0.525137,
31.3959,0.532636,
28.617,0.287807,
87.6247,0.714294,
96.9078,0.446934,
31.4914,0.470255,
92.4692,1.02754,
30.4281,0.479353,
101.362,0.655796,
166.858,0.38899,
97.8385,0.880626,
33.5339,0.460513,
33.8707,0.520931,
113.381,0.422602,
35.6989,0.4127,
32.7901,0.21006,
54.7807,0.322818,
110.513,0.393485,
112.037,0.478439,
35.9081,0.230902,
101.434,0.304864,
46.6932,0.48281,
125.472,0.484506,
47.2134,0.264601,
33.793,0.631618,
35.9039,0.601136,
32.3919,0.429731,
32.0217,1.9209,
42.0361,0.647979,
31.7962,0.574309,
109.576,1.09451,
35.3587,1.39505,
48.2413,0.866742,
133.002,0.351252,
35.7497,0.356308,
31.1243,0.364771,
30.6918,0.380064,
110.097,1.51487,
40.6018,0.338588,
40.7658,0.369981,
39.2947,0.472936,
121.8,0.436332,
118.027,0.414218,
41.1009,0.462605,
40.4003,0.381739,
141.367,0.527478,
212.579,0.341034,
91.9181,0.304432,
92.3175,0.232339,
102.969,0.309984,
102.91,0.740081,
100.449,0.448031,
116.447,0.3763,
102.88,0.668097,
33.9846,0.407771,
33.3794,0.302975,
94.8456,0.467547,
31.3491,0.8156,
120.61,1.23101,
114.788,0.719683,
34.3286,0.266243,
120.757,0.272346,
125.776,0.36979,
124.649,0.460107,
53.5772,0.320002,
38.4702,0.616125,
38.1196,0.769448,
36.8295,0.327844,
33.9098,0.386993,
38.7228,0.516062,
37.8308,0.347158,
115.658,0.457758,
113.937,0.279606,
44.271,0.279547,
50.28,0.282927,
102.834,0.363151,
34.4491,0.276363,
33.5483,0.330555,
103.899,0.272057,
100.812,0.45846,
103.763,0.335507,
46.4089,0.322024,
123.172,0.303001,
34.9399,0.371283,
31.8826,0.313261,
33.9101,0.515614,
97.4544,0.662896,
96.5885,0.458106,
41.5437,0.393586,
32.3114,0.406345,
35.4347,0.268843,
32.0713,0.51151,
31.5186,0.369418,
103.34,0.48319,
103.493,0.299414,
30.2038,0.27997,
92.5499,0.542215,
31.6001,0.307719,
93.6565,0.468152,
37.8823,0.431574,
29.3045,0.31373,
30.4685,0.65196,
57.1279,0.554935,
27.9504,0.264144,
58.8553,0.509014,
105.144,1.09605,
39.201,0.543207,
93.1322,0.369819,
29.8645,0.877164,
134.121,0.351441,
29.9901,0.458348,
127.771,0.4002,
34.8018,0.491157,
136.538,0.232973,
35.6603,0.506613,
133.387,0.283008,
30.3722,0.396202,
57.8032,0.325647,
106.02,0.393914,
61.146,0.267633,
98.4637,0.742549,
124.446,0.243143,
115.531,0.555969,
56.6289,0.325468,
30.63,0.316213,
60.1863,0.218997,
38.7513,0.35925,
147.974,0.254471,
37.5273,0.365824,
149.954,0.466687,
117.793,0.425401,
64.7979,0.25399,
106.634,0.231491,
141.486,0.264234,
35.8995,0.398875,
53.6516,0.207553,
23.0725,0.324143,
46.9657,0.297521,
22.2846,0.549904,
67.271,0.223858,
22.3628,0.274859,
25.2789,0.315692,
21.3258,0.348132,
21.7971,0.28639,
63.0996,0.414889,
21.2318,7.33509,
21.8233,0.508706,
68.1254,1.55885,
23.8477,0.334434,
77.2327,0.551314,
61.5376,0.522198,
23.7662,0.666282,
68.8535,0.431304,
20.0901,0.557325,
70.6946,0.319305,
117.048,0.272541,
118.041,0.34453,
111.812,0.268845,
76.5181,2.26338,
77.3574,0.476213,
111.067,0.487022,
67.9945,0.359978,
119.159,0.895557,
19.1886,0.2565,
21.3946,0.527477,
25.0877,0.835996,
32.0002,0.229331,
103.32,0.188544,
69.2924,2.69501,
37.4164,0.32501,
19.2399,0.879563,
66.034,0.369002,
59.87,0.234137,
19.9704,0.311393,
104.935,0.245688,
18.73,0.178221,
32.0615,0.154986,
22.1469,0.195278,
59.0352,0.106746,
24.5352,0.332269,
22.63,0.135171,
33.7412,0.765604,
24.4888,0.287769,
24.8949,0.347569,
22.1943,0.206263,
68.3262,0.550544,
75.5267,1.37088,
77.9064,0.62469,
25.976,0.223714,
26.3195,0.178057,
24.4207,0.130204,
76.0188,0.163814,
25.9762,0.702729,
34.5798,0.236905,
28.1907,0.169133,
43.209,0.164357,
77.3158,0.124643,
160.277,0.206431,
79.3387,0.647206,
75.5362,0.294717,
25.0239,0.22122,
138.534,0.140752,
88.3253,0.214072,
27.6845,0.739235,
22.8518,1.17681,
26.2772,0.216231,
77.3333,0.232522,
22.5959,0.201043,
22.4251,0.260732,
118.375,0.322268,
68.5697,0.133418,
22.112,0.209872,
74.9971,0.109117,
21.9963,0.2001,
66.5127,0.286581,
21.7887,0.128903,
20.9115,0.148161,
65.9751,1.09589,
63.6202,0.181156,
112.512,0.207975,
20.9462,0.277176,
25.8899,0.720812,
23.1163,0.644263,
76.2948,2.64777,
54.9153,0.489349,
35.4993,1.39934,
57.5465,0.831611,
84.4669,2.42207,
107.902,0.177442,
38.75,0.330858,
115.547,0.227214,
28.667,0.281553,
51.5673,0.118274,
28.977,0.166487,
96.0076,0.415442,
31.3066,0.254822,
42.3761,0.140615,
98.6653,0.137025,
46.4067,0.195458,
57.4055,0.198125,
96.0938,0.232303,
42.7505,0.31269,
48.0675,0.156554,
39.7838,0.162734,
95.5631,0.194893,
114.382,0.164614,
93.414,0.163264,
95.2238,0.219137,
43.1443,0.24898,
66.54,0.255348,
80.8652,0.348436,
42.5853,0.249021,
41.664,0.108385,
38.334,0.163593,
37.4733,0.200508,
47.4711,0.124762,
26.1624,0.22614,
45.5886,0.137708,
29.6605,0.273552,
46.3146,0.149594,
26.8333,0.225071,
51.281,0.121333,
81.4955,0.175393,
110.527,0.314795,
91.8364,0.587791,
58.9149,0.132655,
28.8993,0.15647,
110.474,0.439474,
25.4167,1.21236,
58.585,0.25867,
88.009,0.235611,
25.9652,0.14297,
76.3266,0.221565,
25.2907,1.19938,
27.9289,1.84178,
32.8374,0.211225,
25.2777,0.211952,
30.4526,0.22396,
22.4698,0.40181,
65.865,0.387379,
68.8011,0.291166,
74.9669,0.211236,
70.902,0.388683,
78.1929,0.523335,
19.4305,0.148832,
27.1533,0.135005,
19.7884,0.207687,
21.1893,0.102111,
73.6106,0.217792,
73.1485,0.234549,
18.6919,0.208722,
30.6358,0.158523,
92.6321,0.268012,
29.7393,24.9956,
22.748,0.415268,
67.354,2.30658,
64.0223,1.38284,
73.5488,0.31744,
23.6983,0.17378,
65.9712,0.406017,
66.8786,0.183847,
23.1172,0.674662,
74.4283,0.855963,
21.1115,0.329678,
64.27,0.3707,
22.6084,0.189187,
64.7322,0.142699,
21.8086,0.243856,
100.812,0.152729,
32.0075,0.141379,
58.7207,0.574315,
19.9232,0.104504,
60.3809,0.173249,
70.3429,0.188723,
101.684,0.160668,
19.2961,0.241363,
63.3238,0.248351,
19.6727,0.17043,
66.1814,0.14498,
60.2758,0.197679,
26.8308,0.255744,
58.6116,0.404363,
92.7922,0.125929,
23.6717,0.380834,
95.6939,0.20946,
18.9409,0.428866,
55.3289,0.147546,
55.4142,0.154724,
54.6445,0.552259,
18.8642,0.327887,
66.2932,0.237962,
56.3132,0.585665,
55.0504,0.381019,
70.2371,0.13619,
23.6558,0.126912,
57.6032,0.165912,
57.6345,0.152362,
24.8146,0.151118,
18.4431,0.152248,
71.4798,0.123566,
23.7435,1.27891,
89.2575,0.123487,
124.39,0.140721,
85.3303,0.140972,
28.589,0.101786,
88.3489,0.200305,
120.673,0.0982135,
117.981,0.262928,
17.7972,0.765894,
18.8163,0.161879,
103.899,0.192504,
70.2592,0.0967183,
91.9716,0.251052,
62.5352,0.418749,
19.7218,0.146772,
60.4812,0.156066,
68.943,0.184949,
76.7047,0.201807,
22.8327,0.501108,
18.6603,0.14883,
57.7496,0.204961,
119.034,0.390681,
76.8307,1.12057,
71.403,0.276779,
71.0805,0.141709,
84.2477,0.373155,
102.657,0.181186,
71.4981,0.776636,
106.707,7.45867,
22.5712,0.61007,
23.8097,0.604395,
21.7721,0.284132,
65.8081,0.253152,
24.3444,0.129998,
94.8881,0.170551,
28.6433,0.156835,
109.894,0.183448,
25.2914,0.130778,
67.1793,0.0977497,
27.9633,0.126965,
27.0325,0.222052,
25.0852,0.111233,
20.4386,0.114917,
73.3072,0.13105,
69.7488,0.117841,
31.2079,0.17749,
67.8215,0.199078,
37.5715,0.125483,
30.1846,0.1169,
28.2765,0.168003,
63.4708,0.132203,
73.9014,0.182379,
70.1713,0.641728,
74.5818,0.209597,
69.113,0.150116,
70.0423,0.367522,
24.9033,0.179695,
34.8117,0.34574,
92.744,0.240071,
84.9388,0.399291,
28.2138,0.24755,
100.86,0.193251,
28.668,0.220557,
35.138,0.231767,
85.163,0.170407,
97.5025,0.167321,
161.538,0.304075,
95.9028,0.179121,
31.0235,0.126423,
31.7551,0.118754,
31.9208,0.25307,
31.507,0.156965,
32.0268,0.169737,
31.6262,0.142967,
170.001,0.156808,
109.73,0.283416,
94.4644,0.193326,
29.1541,0.205859,
131.091,0.397432,
105.334,0.185242,
31.062,0.276801,
146.999,0.22682,
27.0982,0.254594,
56.0282,0.290921,
25.9627,0.136173,
29.2795,0.135863,
33.9398,0.147654,
93.5619,0.107532,
100.86,0.164664,
32.6643,0.166804,
30.7203,0.14443,
86.8163,0.151343,
32.6172,0.109127,
104.562,0.136499,
88.0678,0.0817188,
65.7827,0.0843915,
28.9336,0.139978,
20.6949,0.189862,
19.5891,0.117341,
20.2597,0.397449,
107.462,0.229504,
21.1681,0.189555,
30.4888,0.388479,
58.4013,0.229893,
63.4815,1.35126,
24.9842,0.378992,
19.322,0.170039,
17.7546,0.169906,
19.5757,0.203655,
61.2097,2.65363,
66.4694,0.322752,
62.6488,6.44365,
20.1584,0.153073,
54.4512,0.117607,
34.11,0.141066,
51.3241,0.120139,
21.0955,0.574235,
63.0766,0.683607,
19.516,0.376405,
56.4501,4.95739,
65.2774,1.01253,
78.0075,0.20345,
37.453,0.182451,
58.5047,0.649644,
21.3694,0.298187,
21.5803,0.470867,
19.7333,0.265961,
68.5671,0.174376,
64.6342,0.190183,
19.7401,0.260849,
59.1012,0.382956,
65.74,0.217908,
62.0334,0.257107,
67.6534,5.15377,
75.1988,1.21286,
105.105,0.327076,
19.8212,0.196262,
22.3144,0.494552,
59.6185,0.166656,
19.4301,0.437659,
19.5261,0.137205,
22.3989,0.388865,
21.5007,1.25426,
22.5473,6.71762,
23.6517,1.0635,
29.1889,0.936131,
30.0859,0.406756,
76.6921,0.30815,
85.3667,0.19873,
79.1853,0.473856,
24.9939,0.160796,
47.1903,0.129061,
81.7464,0.263225,
32.3746,0.098836,
27.97,0.148734,
75.0335,0.122124,
73.8795,0.21199,
76.6606,0.577997,
26.5217,0.131691,
23.7357,3.0337,
71.3571,0.41178,
77.1696,0.442022,
30.8303,0.142934,
23.7615,2.41012,
23.9521,0.40903,
24.8168,0.371601,
23.3047,0.187143,
22.9947,0.164979,
20.6045,0.123559,
40.0258,0.143455,
23.6165,0.159012,
22.0038,0.111236,
88.9819,0.819974,
25.4961,0.166123,
85.1556,0.780565,
82.868,0.146096,
36.0146,0.085576,
29.2531,0.287181,
29.0666,0.1546,
102.612,0.120443,
91.9361,0.137319,
31.0639,0.207049,
44.4896,0.208979,
67.979,0.274567,
70.434,0.255489,
95.8451,0.202596,
25.5075,0.338409,
22.8175,0.384417,
68.9502,0.112265,
23.3476,0.203133,
78.4775,0.47975,
117.009,1.5451,
24.0318,0.478741,
84.1808,0.304805,
39.5768,1.76356,
70.6139,0.197918,
24.0828,0.157089,
27.093,0.829559,
76.9798,0.168126,
24.4801,0.161291,
79.4868,0.149026,
26.3738,0.572954,
33.7174,0.161982,
91.7233,0.127073,
94.5592,0.0885723,
30.6795,0.106126,
81.2123,0.130875,
26.2857,0.791196,
79.7761,0.368347,
25.2941,0.130011,
75.9167,0.205157,
75.6667,0.281079,
76.7909,0.461057,
100.17,0.62344,
30.9387,1.89306,
88.1097,1.36688,
29.7081,0.271523,
41.8488,1.43223,
96.2159,0.519276,
34.6243,0.264518,
32.0215,0.330171,
37.6204,0.12584,
113.759,0.202613,
33.6295,0.164233,
100.297,0.180543,
37.7411,0.195891,
105.823,0.112806,
104.472,0.147561,
34.4143,0.169649,
34.8546,0.202057,
101.573,0.151651,
33.691,0.12422,
99.203,0.275831,
115.009,0.232073,
104.348,0.187618,
33.426,0.153158,
107.607,0.184986,
34.6863,0.132314,
118.686,0.35971,
32.9255,0.194791,
33.2676,0.126621,
114.592,0.190583,
32.3649,0.0975999,
89.9284,0.544509,
91.4228,0.133223,
29.1914,0.151488,
28.429,0.128046,
86.1915,0.152709,
75.3357,0.0960965,
32.9122,0.149897,
69.8558,1.21569,
67.819,0.108323,
69.5319,0.76456,
23.4138,0.145323,
72.676,2.0155,
75.0531,0.69292,
79.567,1.55562,
25.5334,0.684131,
78.3296,0.116106,
97.2356,0.153653,
123.35,3.80957,
32.2858,0.282956,
106.729,0.289285,
100.843,0.152584,
111.394,0.197829,
45.8378,0.148204,
32.7481,0.0695877,
97.8469,0.107482,
30.477,0.101336,
21.3252,0.0658659,
29.8906,0.0680244,
21.2331,0.225846,
20.7972,0.102379,
68.5114,0.108833,
62.777,0.0683373,
19.8673,0.16989,
19.5144,0.0848294,
19.6384,0.143263,
57.9171,0.110939,
98.2837,0.152123,
100.147,0.0651954,
27.0303,0.329717,
27.0172,0.115656,
27.9649,0.162956,
33.6528,0.133255,
28.9633,1.13968,
72.1029,0.128064,
22.417,0.279269,
24.0487,1.21846,
87.0243,0.319246,
73.3738,0.678476,
80.7096,0.23487,
69.3656,0.192155,
21.4406,0.180719,
30.7856,0.248687,
75.1422,0.940656,
22.6268,0.163608,
25.2035,0.200155,
22.8776,0.256548,
22.5132,1.74698,
32.1884,0.184222,
33.0233,0.528972,
32.6539,0.623123,
23.1022,0.292824,
21.5027,0.216336,
22.0742,0.696909,
69.0602,0.660875,
22.7031,0.163586,
116.081,0.311421,
80.6231,4.89979,
78.4345,0.190901,
24.5081,0.131774,
24.2306,0.497658,
28.0126,0.289456,
29.0142,0.169372,
24.5258,0.0896741,
23.8125,0.167969,
23.1846,0.160467,
28.4328,1.60164,
20.3752,0.146195,
118.322,0.185483,
60.9455,0.0952114,
18.5747,0.169763,
60.2531,0.393931,
19.6168,0.193016,
19.0021,0.158725,
61.8312,0.181045,
19.1694,0.194187,
19.2318,1.09043,
19.8522,0.195402,
57.1324,0.145425,
17.7167,0.1889,
55.555,0.233009,
21.931,1.20586,
18.3218,0.150153,
53.936,0.214506,
17.6277,0.152052,
17.9487,0.106586,
16.878,0.119506,
16.8047,0.101243,
17.9525,0.184947,
61.671,0.311962,
111.207,66.8965,
22.9957,0.813669,
75.8932,0.384162,
22.4666,0.206205,
70.9432,0.168707,
70.8546,0.249511,
72.0138,0.234878,
22.232,0.235668,
30.3057,0.115229,
63.6054,0.225874,
21.211,0.120093,
19.53,0.123269,
60.2407,0.122234,
21.5803,4.19925,
20.4039,0.498449,
71.9544,0.341676,
21.4164,0.473252,
76.1981,0.336189,
118.444,0.215749,
20.9325,0.128557,
81.2103,0.097803,
22.6154,1.21861,
26.5836,0.12572,
28.0144,0.116349,
26.1816,0.111478,
80.4615,0.104324,
25.6927,0.154466,
31.3034,0.110134,
26.7466,0.209273,
26.5811,0.109529,
84.0984,0.156744,
28.204,0.11034,
81.7646,0.154939,
20.5974,0.169762,
22.1241,0.237695,
67.3974,0.14837,
21.2276,0.135614,
61.6876,0.138148,
74.0963,0.110026,
25.0403,0.0913605,
21.8425,0.063009,
111.656,0.569094,
21.303,0.098681,
72.5179,0.103807,
82.6486,1.63457,
22.3913,0.169046,
68.7935,0.641021,
19.7385,3.01927,
60.5655,0.2712,
19.4135,0.751835,
20.1511,0.242168,
21.421,0.685073,
24.2968,0.12814,
23.561,0.12356,
23.1167,0.111494,
76.7052,0.167037,
69.1271,0.0993998,
26.5779,0.134603,
30.4902,0.0960471,
22.2086,0.090554,
20.9963,0.529423,
62.3083,0.275658,
28.6379,0.440967,
62.6133,0.29523,
60.9121,0.214617,
18.324,0.340392,
56.3055,0.141144,
29.9422,0.133605,
22.4719,0.109619,
57.5831,0.244235,
20.0292,0.168391,
63.149,0.247785,
66.7027,0.14132,
20.9918,0.164586,
21.0386,0.154596,
23.5316,0.136389,
78.0991,0.207667,
21.803,0.202268,
22.0121,0.360477,
75.294,0.573129,
22.561,0.200281,
22.5899,0.148687,
32.949,0.542869,
29.5503,0.208569,
70.8225,0.103359,
66.941,0.324422,
111.262,0.238952,
70.8609,0.179418,
21.825,0.248471,
38.5858,0.434356,
74.7671,0.156861,
86.5811,1.29679,
41.4136,0.126973,
42.6932,2.4861,
25.7221,0.215519,
21.9319,0.165149,
21.9915,0.186478,
25.5348,0.429394,
89.1928,0.11342,
71.4662,0.25292,
83.3038,0.190384,
26.2807,0.143271,
48.6611,0.0967783,
32.0245,0.421885,
96.6339,0.220876,
76.574,0.699638,
59.9715,0.127253,
24.1777,0.220303,
90.5844,0.198858,
70.0221,0.374603,
53.1061,0.107189,
114.06,0.287601,
119.622,0.221134,
91.6359,0.497405,
49.9868,0.46633,
114.19,1.81819,
119.239,0.454641,
33.5035,0.520622,
126.028,0.12481,
90.8693,0.200747,
90.488,0.1444,
74.8067,0.250031,
39.377,0.180088,
95.4308,0.216585,
108.543,0.183062,
25.2194,0.413308,
45.5565,0.133819,
28.1935,0.21965,
46.1312,0.167346,
25.4298,0.258492,
101.199,0.276813,
82.9648,0.527949,
98.1119,0.143034,
25.8756,0.206868,
55.4009,1.73403,
28.0684,4.14253,
111.3,0.152497,
28.0804,0.14948,
88.8074,0.220286,
36.4189,0.165605,
42.2988,0.208921,
44.8794,0.418122,
24.3967,0.15083,
81.286,0.207234,
33.4422,0.422798,
32.6913,0.175003,
20.537,0.560415,
31.3614,0.823546,
26.4744,0.682146,
24.5834,0.367917,
27.8915,0.882049,
21.8242,1.13256,
70.1684,0.294091,
41.2731,0.149913,
61.3816,0.214441,
29.1191,0.220575,
59.8135,0.134672,
19.9572,0.268472,
56.8966,0.282169,
20.9727,0.173274,
21.3489,0.192093,
19.1281,0.204141,
31.8278,0.129897,
21.0455,0.197433,
18.9347,0.240958,
19.6725,0.836984,
20.9845,0.595412,
67.355,0.703593,
67.3853,0.656452,
71.3727,1.29993,
71.1845,0.333671,
85.585,0.392428,
25.8377,0.206372,
28.3855,0.212344,
24.7977,0.186286,
87.4645,0.202143,
28.3425,0.782659,
28.536,0.168521,
26.9035,0.734849,
27.7514,0.201943,
77.0436,0.275145,
78.5824,0.130731,
24.9798,0.324291,
81.0313,0.202238,
26.1235,0.461346,
26.6684,0.112776,
24.9149,0.0838586,
144.127,0.234436,
134.811,0.0932194,
76.7882,0.205387,
75.7843,0.222123,
80.0824,0.139958,
25.0997,0.121637,
25.0619,0.231687,
23.0272,0.140913,
31.0656,3.11298,
73.2021,0.257494,
112.778,0.664637,
32.9295,0.200088,
48.6124,0.22009,
35.1534,0.201719,
99.7666,0.239141,
33.0254,0.263413,
107.057,1.54695,
97.9417,0.204741,
31.6286,0.111026,
84.4122,0.19499,
76.4466,0.22876,
25.6584,0.206195,
81.1552,0.390507,
23.1948,0.604456,
23.5499,0.154934,
23.401,0.233214,
23.7759,0.194498,
71.3706,0.180268,
79.0574,0.164894,
23.5204,0.218462,
28.0199,0.149957,
23.0873,0.28039,
23.9293,0.166898,
68.9681,0.150266,
24.7731,0.161977,
23.2633,0.196714,
25.6987,0.55093,
22.9137,0.14383,
23.2507,0.366032,
21.9159,0.191223,
27.326,0.509343,
23.967,1.06999,
24.0395,0.321222,
23.5677,0.114645,
134.315,0.221481,
24.1369,0.102036,
81.3925,0.131699,
24.6564,0.085117,
77.6128,0.111397,
74.3357,0.147749,
70.2812,0.0957941,
74.6372,0.398832,
97.484,0.23568,
32.8305,0.207295,
70.5307,0.144526,
22.8791,0.319218,
95.6396,0.317272,
24.5215,0.267677,
26.7001,0.174759,
24.2319,3.32574,
25.8443,0.923264,
33.5758,0.279934,
76.9369,0.172861,
77.3919,0.845837,
31.1213,0.520165,
25.6801,0.40424,
24.5758,0.236987,
30.7188,0.410407,
23.7129,0.158059,
73.8104,0.849471,
76.9657,0.156769,
24.3245,0.308604,
83.3801,0.241905,
80.3471,0.192391,
79.3268,0.495529,
83.8511,0.300919,
104.271,0.445246,
93.8724,0.257783,
30.0858,0.195248,
36.8023,0.19526,
42.5556,0.173286,
31.1519,0.112397,
94.3943,0.120119,
29.8113,0.150882,
105.796,0.125204,
104.232,0.269237,
92.0961,0.222236,
29.2206,0.150062,
49.4879,0.320197,
29.986,0.113844,
86.7493,0.107624,
30.3893,0.165124,
34.3862,0.121541,
100.203,0.126947,
30.6808,0.222039,
32.9525,0.0994694,
30.5679,0.503762,
39.0261,0.133511,
118.611,0.248222,
39.0395,0.136834,
139.004,0.163407,
41.2377,0.148149,
40.1055,0.107611,
41.2448,0.130745,
40.8424,0.122932,
197.179,0.0918271,
36.6435,0.107577,
104.013,0.11371,
29.6836,0.309515,
39.9918,0.113284,
30.2928,0.261254,
28.7967,0.133771,
86.2166,0.236392,
26.6409,0.112052,
35.4025,0.174258,
26.8324,0.255869,
28.0631,0.238186,
29.163,0.149463,
24.3337,0.118559,
25.9395,0.120219,
25.6146,0.120712,
77.614,0.119492,
77.2692,0.106639,
74.1739,0.158554,
71.2134,0.121429,
68.0943,0.214448,
66.5067,0.155051,
68.6701,0.28301,
65.1079,0.118289,
106.964,0.276445,
20.0949,1.70307,
68.316,0.526496,
69.2606,0.284416,
62.9455,0.29621,
28.1908,0.254331,
20.3934,1.36532,
69.9074,1.16192,
33.7397,0.21378,
21.6743,0.271594,
37.292,0.190343,
69.7322,0.168267,
21.3267,0.121849,
20.7439,0.344936,
21.1931,1.16927,
23.8923,0.144234,
71.674,0.266628,
81.1117,0.218285,
124.891,0.319245,
25.1675,0.225098,
25.0892,3.62557,
78.3344,1.2752,
34.6609,0.494331,
38.3575,0.255468,
126.033,0.246478,
23.2732,0.260338,
33.3368,0.185901,
24.3986,0.27022,
41.8731,0.386334,
75.2775,0.456448,
74.3362,0.241475,
80.8922,0.185587,
78.7794,0.22542,
71.0586,0.250359,
22.7828,0.141284,
25.6707,0.186161,
84.6639,0.232558,
23.2243,0.496569,
68.7311,0.085691,
84.699,0.125587,
89.6804,0.275809,
74.8683,0.0844684,
23.527,0.164363,
89.0913,0.196739,
74.4714,0.240252,
23.0447,0.102676,
75.0401,0.396201,
31.8784,0.0915925,
23.0473,0.325351,
22.9711,0.140329,
120.867,0.235769,
24.1713,0.0770882,
76.4032,0.186946,
32.756,0.135085,
68.2354,0.727755,
23.8908,0.224015,
36.6806,0.118562,
23.9668,0.25683,
22.1815,0.144532,
130.84,0.320623,
33.1758,0.11911,
78.957,0.165254,
25.9986,0.141177,
84.1277,0.104459,
23.0006,0.111455,
68.4086,0.172167,
70.8712,0.169629,
78.4252,0.204701,
66.1664,0.170497,
62.3311,0.205057,
21.9023,0.159834,
23.3994,0.205831,
19.7383,0.577069,
61.3416,0.223824,
62.5402,0.456312,
74.4031,0.221889,
18.9235,0.316068,
19.1267,0.132131,
58.7495,0.453473,
67.2537,0.179114,
103.92,0.36485,
69.5472,0.145093,
22.6173,0.159946,
23.9392,0.494697,
25.4482,0.25295,
68.179,0.153957,
31.1276,0.239991,
76.9533,1.18052,
25.2011,0.531902,
78.9926,4.03773,
108.467,0.204047,
84.0782,0.479357,
50.0561,1.42263,
33.3146,3.10057,
46.184,0.16085,
28.7692,0.17935,
102.156,0.106624,
87.4478,0.120308,
43.029,0.0969532,
29.8299,0.195131,
44.1263,0.187328,
54.8797,0.137505,
26.6277,0.254634,
102.223,0.267199,
55.8452,0.214431,
84.153,0.229488,
98.5847,0.546852,
127.544,0.11045,
39.9168,0.201068,
40.0947,0.346382,
63.6568,0.188948,
31.4357,0.36932,
48.7113,0.111371,
90.1766,0.207984,
44.7726,0.0953377,
33.6107,0.105643,
61.7406,0.222722,
29.0115,0.230355,
123.827,0.235171,
32.3501,0.118801,
104.402,0.194314,
28.6426,0.178127,
28.4035,0.162217,
94.6518,0.309074,
29.7319,0.160288,
